Date,Close
,AAPL
2023-11-30,188.81637573242188
2023-12-01,190.0986785888672
2023-12-04,188.29945373535156
2023-12-05,192.26564025878906
2023-12-06,191.17221069335938
2023-12-07,193.11058044433594
2023-12-08,194.5419921875
2023-12-11,192.02708435058594
2023-12-12,193.5479736328125
2023-12-13,196.77857971191406
2023-12-14,196.92767333984375
2023-12-15,196.39089965820312
2023-12-18,194.72091674804688
2023-12-19,195.7646484375
2023-12-20,193.66725158691406
2023-12-21,193.51812744140625
2023-12-22,192.444580078125
2023-12-26,191.89785766601562
2023-12-27,191.99728393554688
2023-12-28,192.42471313476562
2023-12-29,191.38095092773438
